year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2014,1464.33979,1,1,2,1,7,2,7,4,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,3468.28971,2,1,2,1,6,2,5,0,4,2,2,2,2,0,1,4,2,0,0,2,1
2014,2022.97391,1,2,2,2,2,1,2,4,4,1,4,2,3,5,1,4,2,0,0,2,1
2014,1408.78432,2,1,2,1,7,2,88,2,4,1,3,1,2,0,1,4,2,0,0,2,3
2014,1347.28404,2,2,2,2,6,4,88,1,3,1,2,1,2,0,1,2,1,1,1,2,1
2014,1347.28404,2,2,2,2,6,4,88,1,3,1,2,1,2,0,1,2,1,1,1,2,1
2014,1394.57426,2,1,2,1,6,4,3,1,3,2,3,2,1,1,1,3,1,0,0,2,1
2014,3046.28135,1,1,1,4,5,5,5,1,4,3,1,2,2,0,1,4,2,0,0,2,1
2014,1539.73979,1,1,2,1,7,2,6,4,4,1,4,1,1,2,1,3,1,0,0,2,5
2014,1539.73979,1,1,2,1,7,2,6,4,4,1,4,1,1,2,1,3,1,0,0,2,5
2014,2383.11692,2,3,2,3,6,4,3,0,3,3,3,2,1,2,1,2,1,0,0,2,1
2014,2383.11692,2,3,2,3,6,4,3,0,3,3,3,2,1,2,1,2,1,0,0,2,1
2014,8652.31419,1,1,1,4,6,4,88,2,4,1,3,1,2,0,1,2,1,0,0,1,5
2014,3606.42063,1,3,2,3,7,1,2,0,4,2,4,2,2,0,1,4,2,0,0,2,3
2014,3073.53403,2,1,1,4,5,2,2,2,4,2,1,1,2,0,1,4,2,0,0,2,1
2014,2892.56485,2,1,2,1,7,2,7,1,1,2,3,1,2,0,1,4,2,0,0,2,5
2014,3018.78253,1,1,2,1,7,4,4,5,4,1,4,1,1,3,1,3,1,0,0,2,3
2014,4748.1723,2,3,2,3,5,1,7,1,4,2,4,1,2,0,1,4,2,0,0,2,3
2014,4747.96839,1,1,1,4,1,1,4,2,4,2,4,1,2,0,1,2,1,1,2,2,3
2014,4515.95768,2,1,1,4,5,1,7,1,1,2,1,1,2,0,1,4,2,1,2,2,2
2014,4063.36835,2,2,2,2,6,1,7,1,1,2,5,2,2,0,1,4,2,0,0,2,5
2014,3090.09664,2,1,2,1,6,2,4,0,1,2,2,2,1,3,1,3,1,0,0,2,1
2014,2964.47832,2,1,1,4,7,3,5,5,1,1,4,2,2,0,1,4,2,0,0,2,5
2014,3038.56518,2,1,2,1,6,2,7,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,3038.56518,2,1,2,1,6,2,7,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,4616.9762,1,1,2,1,2,1,2,0,2,2,3,1,2,0,1,4,2,1,1,2,4
2014,2766.58124,1,1,2,1,5,2,7,1,2,3,4,2,2,0,1,4,2,0,0,2,4
2014,6475.12321,2,1,2,1,4,1,88,1,1,2,4,2,1,2,1,3,1,0,0,2,1
2014,4205.13477,1,1,2,1,1,1,7,5,1,1,3,2,2,0,2,5,3,0,0,2,4
2014,4205.13477,1,1,2,1,1,1,7,5,1,1,3,2,2,0,1,4,2,1,1,2,4
2014,5743.23283,1,1,1,4,5,1,88,1,1,2,4,1,3,5,1,4,2,0,0,2,1
2014,3700.97233,2,2,2,2,7,5,88,5,1,1,6,2,3,5,2,5,3,0,0,2,3
2014,5869.29983,1,1,2,1,4,1,2,1,4,2,4,1,2,0,1,4,2,0,0,2,3
2014,2612.43134,2,1,1,4,8,2,4,5,4,1,4,1,3,5,1,1,1,0,0,2,1
2014,3195.92672,1,3,2,3,5,2,4,4,4,1,4,1,3,5,1,4,2,0,0,2,3
2014,3697.3669,2,1,2,1,3,1,4,4,4,1,4,1,2,0,1,4,2,0,0,2,3
2014,5251.61884,1,1,2,1,5,1,88,1,4,1,3,2,2,0,1,2,1,1,2,2,2
2014,2730.98435,2,3,2,3,8,3,2,5,4,1,6,2,3,5,2,5,3,0,0,2,3
2014,2917.26745,1,1,2,1,7,2,7,1,1,2,3,1,2,0,1,4,2,0,0,2,3
2014,3437.54223,1,1,2,1,6,2,6,3,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,3510.3772,2,1,2,1,5,4,88,1,4,3,1,2,2,0,1,4,2,0,0,2,1
2014,3414.16532,2,3,2,3,6,2,88,1,4,2,6,1,2,0,2,5,3,0,0,2,3
2014,2339.39251,1,1,2,1,4,1,2,2,2,1,5,2,2,0,1,4,2,0,0,2,3
2014,3337.06422,2,1,2,1,7,2,4,2,3,1,1,1,2,0,1,4,2,1,2,2,1
2014,1391.38407,2,1,2,1,6,5,4,0,4,2,1,1,2,0,1,2,1,1,1,1,1
2014,2592.50896,2,1,2,1,8,3,6,1,2,2,4,3,2,0,1,4,2,0,0,2,1
2014,1502.11435,2,1,2,1,6,2,7,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2014,1724.37072,2,2,2,2,7,2,4,1,2,1,4,1,2,0,1,4,2,0,0,2,1
2014,1936.38559,1,2,2,2,5,1,4,1,3,1,4,2,2,0,1,4,2,0,0,2,1
2014,1387.00456,1,1,2,1,6,4,7,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2014,1407.72724,2,2,2,2,5,1,88,4,2,1,3,1,2,0,1,4,2,0,0,2,1
2014,1407.72724,2,2,2,2,5,1,88,4,2,1,3,1,2,0,1,4,2,0,0,2,1
2014,1407.72724,2,2,2,2,5,1,88,4,2,1,3,1,2,0,1,4,2,0,0,2,1
2014,3618.80666,1,1,2,1,5,1,5,0,1,2,4,2,2,0,1,4,2,1,2,2,3
2014,3275.01164,2,1,2,1,5,1,6,3,2,1,4,2,3,5,2,5,3,0,0,2,1
2014,4399.17706,2,1,2,1,2,1,7,2,4,2,2,1,2,0,1,4,2,1,1,2,1
2014,3354.42406,1,1,2,1,5,2,5,1,1,2,4,1,3,5,1,4,2,0,0,2,3
2014,3608.38809,2,1,2,1,4,1,4,1,2,1,1,1,1,1,1,3,1,0,0,2,1
2014,2920.66151,1,1,2,1,5,1,2,1,3,3,4,2,3,5,1,4,2,0,0,2,3
2014,2825.36059,2,1,2,1,8,4,2,1,1,2,4,1,2,0,2,5,3,0,0,2,3
2014,1412.29807,2,1,2,1,5,5,1,0,3,2,1,1,2,0,1,2,1,1,2,2,1
2014,1479.39396,1,1,2,1,5,2,4,0,4,3,3,3,2,0,1,4,2,0,0,2,5
2014,1926.264,1,1,2,1,1,1,4,0,3,2,6,1,2,0,1,2,1,1,2,2,3
2014,3322.73098,2,1,2,1,7,4,4,0,4,2,3,1,2,0,1,4,2,0,0,2,1
2014,4378.34242,1,1,2,1,1,1,7,1,4,2,3,2,2,0,1,4,2,1,2,2,4
2014,2307.00428,2,1,2,1,8,3,6,1,4,1,2,1,2,0,1,3,1,1,2,2,1
2014,2307.00428,2,1,2,1,8,3,6,1,4,1,2,1,2,0,1,4,2,1,2,2,1
2014,2307.00428,2,1,2,1,8,3,6,1,4,1,2,1,2,0,1,4,2,1,2,2,1
2014,3360.24848,1,2,2,2,7,2,2,5,4,1,3,2,2,0,1,4,2,1,1,2,1
2014,2808.8203,2,1,2,1,8,4,3,1,3,1,4,2,2,0,1,2,1,1,1,2,1
2014,2384.21968,2,1,2,1,7,2,5,0,3,3,2,2,2,0,1,4,2,1,1,2,1
2014,2887.95913,1,1,2,1,7,2,4,0,4,3,4,2,2,0,1,4,2,0,0,2,5
2014,2208.54447,1,1,2,1,6,1,5,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2014,4320.00376,1,2,2,2,7,5,6,1,3,2,4,1,1,2,1,2,1,0,0,2,1
2014,3011.49547,1,1,2,1,7,2,4,0,3,3,4,2,3,5,1,4,2,0,0,2,1
2014,3011.49547,1,1,2,1,7,2,4,0,3,3,4,2,2,0,1,4,2,0,0,2,3
2014,2747.78117,2,1,2,1,6,2,88,3,2,1,1,2,2,0,1,4,2,0,0,2,1
2014,2747.78117,2,1,2,1,6,2,88,3,2,1,1,2,2,0,1,4,2,1,2,2,1
2014,4832.09193,1,2,2,2,6,4,2,4,3,1,4,1,2,0,1,4,2,0,0,2,2
2014,1323.47003,2,1,2,1,7,2,7,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,2801.46861,2,1,2,1,7,4,6,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2014,2292.31954,1,1,2,1,3,1,6,0,2,2,5,2,1,2,1,3,1,0,0,2,3
2014,3003.72054,2,2,2,2,5,3,4,4,3,1,3,2,2,0,1,4,2,0,0,2,5
2014,2664.48345,2,1,2,1,3,1,7,0,1,2,3,2,2,0,1,1,1,1,2,1,4
2014,1415.78284,1,1,2,1,7,4,2,1,3,1,4,2,2,0,2,5,3,0,0,2,3
2014,1415.78284,1,1,2,1,7,4,2,1,3,1,4,2,1,1,1,2,1,1,2,2,3
2014,1415.78284,1,1,2,1,7,4,2,1,3,1,3,2,1,3,1,3,1,0,0,2,5
2014,2206.62263,1,3,2,3,2,1,2,0,2,2,3,2,2,0,1,4,2,0,0,2,3
2014,1947.31846,1,3,2,3,2,1,2,0,2,2,2,1,1,3,1,3,1,1,1,2,1
2014,3041.27471,1,1,2,1,6,2,88,1,3,3,2,1,3,5,1,4,2,0,0,2,1
2014,1483.21511,1,1,2,1,6,4,7,0,2,2,1,1,2,0,1,4,2,0,0,2,1
2014,1463.39557,1,1,2,1,7,2,3,0,3,2,2,1,2,0,1,4,2,0,0,2,1
2014,1693.80006,2,1,2,1,5,5,3,0,3,2,1,1,2,0,1,4,2,1,1,2,1
2014,1693.80006,2,1,2,1,5,5,3,0,3,2,1,1,2,0,1,4,2,1,1,2,1
2014,3729.31825,2,2,2,2,2,1,2,5,3,1,4,2,2,0,1,4,2,0,0,2,3
2014,2822.7795,1,2,2,2,7,4,88,5,3,1,4,1,2,0,1,2,1,0,0,2,3
2014,4325.04457,2,1,2,1,5,1,5,4,3,1,3,2,3,5,1,4,2,0,0,2,3
2014,19757.17578,2,1,2,1,5,2,3,1,3,2,1,3,2,0,1,4,2,0,0,2,1
2014,3044.13493,2,2,2,2,7,2,88,1,1,1,2,1,2,0,1,2,1,0,0,1,1
2014,2949.14649,2,1,2,1,6,1,1,4,3,1,4,2,3,5,1,2,1,1,1,2,1
2014,2949.14649,2,1,2,1,6,1,1,4,3,1,4,2,3,5,1,4,2,1,1,2,1
2014,2949.14649,2,1,2,1,6,1,1,4,3,1,4,2,3,5,1,4,2,1,2,2,1
2014,2650.82902,2,1,2,1,6,2,88,1,3,3,3,2,2,0,1,4,2,0,0,2,1
2014,4067.24043,1,1,2,1,2,1,88,1,3,3,4,2,2,0,1,4,2,1,1,2,1
2014,3266.56199,2,3,2,3,5,1,88,2,3,1,4,1,1,2,1,3,1,0,0,2,1
2014,3085.57546,2,3,2,3,6,5,2,2,3,1,2,1,1,3,1,3,1,1,2,2,1
2014,3547.26724,1,1,2,1,2,1,5,0,3,2,3,2,2,0,1,4,2,1,1,2,4
2014,3336.34875,2,1,2,1,5,4,88,4,3,1,1,2,2,0,1,4,2,1,1,2,1
2014,3336.34875,2,1,2,1,5,4,88,4,3,1,3,2,2,0,1,2,1,1,1,2,1
2014,1605.34647,2,2,2,2,2,1,3,3,3,1,2,2,2,0,2,5,3,0,0,2,1
2014,1430.82863,2,1,2,1,7,2,7,0,3,2,4,1,2,0,1,4,2,0,0,2,1
2014,1213.78776,2,1,2,1,8,3,88,1,2,2,2,1,2,0,1,4,2,0,0,2,5
2014,1269.24149,1,1,2,1,8,2,88,2,3,1,4,2,3,5,1,4,2,0,0,2,3
2014,2066.67211,1,1,2,1,3,1,7,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2014,1581.70948,1,1,2,1,5,2,88,0,3,2,4,2,2,0,1,4,2,0,0,2,5
2014,1415.34958,2,2,2,2,5,5,5,0,3,2,1,1,2,0,1,4,2,1,1,2,1
2014,1415.34958,2,2,2,2,5,5,5,0,3,2,1,1,2,0,1,2,1,1,1,2,1
2014,1652.96824,1,1,2,1,4,2,5,1,1,2,4,2,1,1,1,3,1,0,0,2,3
2014,11604.4038,1,1,2,1,7,2,3,0,3,2,3,1,3,5,1,4,2,0,0,2,1
2014,1168.4532,1,1,1,4,6,2,4,1,3,3,2,2,3,5,1,4,2,0,0,2,1
2014,1144.20843,2,1,1,4,6,2,4,1,3,3,5,1,1,1,1,3,1,0,0,2,3
2014,1217.25195,2,1,2,1,6,4,2,1,3,3,3,1,1,2,1,3,1,0,0,2,1
2014,32147.5867,1,2,2,2,6,5,4,4,2,1,4,1,1,1,1,3,1,0,0,2,4
2014,4530.7119,2,3,2,3,2,1,2,1,4,3,3,2,1,3,1,3,1,1,2,2,4
2014,45307.119,2,3,2,3,2,1,2,1,4,3,3,2,2,0,1,4,2,0,0,2,4
2014,4530.7119,2,3,2,3,2,1,2,1,4,3,4,1,1,1,1,1,1,1,2,2,1
2014,30832.3998,1,1,2,1,5,2,7,1,4,2,4,2,1,4,1,3,1,0,0,2,5
2014,3687.21177,1,2,2,2,6,1,88,2,3,1,1,1,2,0,1,4,2,0,0,2,1
2014,3687.21177,1,2,2,2,6,1,88,2,3,1,1,1,2,0,1,4,2,0,0,2,1
2014,4498.1913,2,1,2,1,5,1,4,0,4,2,3,1,2,0,1,4,2,0,0,2,3
2014,2857.49508,1,1,2,1,7,2,6,0,4,3,3,2,1,3,1,3,1,0,0,2,3
2014,4574.98521,1,1,2,1,3,1,3,1,3,2,5,1,3,5,1,4,2,0,0,2,3
2014,3189.51091,2,1,2,1,5,1,3,1,4,2,3,2,2,0,1,4,2,0,0,2,5
2014,3299.4733,2,3,2,3,7,2,5,2,3,1,4,3,2,0,1,4,2,0,0,2,1
2014,1952.3609,1,1,2,1,5,1,3,1,3,2,6,2,2,0,1,4,2,0,0,2,3
2014,1423.83182,2,2,2,2,6,1,88,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2014,3947.05571,2,1,2,1,1,1,88,1,2,2,3,1,2,0,1,2,1,1,1,2,2
2014,3227.38412,1,1,2,1,5,1,88,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,2060.70662,2,1,2,1,4,2,2,1,3,2,3,2,2,0,1,4,2,1,1,2,3
2014,1700.74139,2,3,2,3,1,1,3,1,3,2,3,2,2,0,1,4,2,0,0,2,4
2014,1700.74139,2,3,2,3,1,1,3,1,3,2,3,2,2,0,1,4,2,1,1,2,4
2014,1700.74139,2,3,2,3,1,1,3,1,3,2,3,2,2,0,1,4,2,1,1,2,1
2014,1700.74139,2,3,2,3,1,1,3,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2014,1433.52229,2,1,2,1,5,1,2,1,2,2,4,1,3,5,1,4,2,0,0,2,1
2014,3957.35291,1,1,2,1,6,2,6,1,2,1,4,2,2,0,1,4,2,0,0,2,5
2014,5355.08665,2,2,2,2,1,1,88,4,1,1,4,1,2,0,1,4,2,0,0,2,2
2014,2758.73907,2,2,2,2,6,1,2,1,2,2,6,2,2,0,1,4,2,0,0,2,1
2014,2758.73907,2,2,2,2,6,1,2,1,2,2,6,2,2,0,1,4,2,0,0,2,1
2014,2758.73907,2,2,2,2,6,1,2,1,2,2,6,2,2,0,1,4,2,0,0,2,1
2014,2758.73907,2,2,2,2,6,1,2,1,2,2,6,2,2,0,1,4,2,0,0,2,1
2014,5557.84427,1,1,1,4,4,2,5,4,3,1,4,2,3,5,1,4,2,0,0,2,3
2014,4204.13109,1,2,2,2,5,2,88,4,3,1,4,1,1,1,1,2,1,0,0,2,3
2014,2565.15586,2,1,2,1,6,1,6,0,3,3,3,1,2,0,1,4,2,1,1,2,2
2014,4331.60976,1,2,2,2,2,1,1,1,2,3,6,2,3,5,2,5,3,0,0,2,4
2014,3067.89636,2,1,2,1,6,5,2,0,2,2,3,1,2,0,1,4,2,0,0,2,1
2014,5206.02669,2,2,2,2,5,4,6,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,3208.49304,1,1,2,1,6,2,7,1,3,2,4,1,1,1,1,3,1,0,0,2,3
2014,30272.3311,2,1,1,4,5,5,2,3,2,1,1,2,2,0,1,1,1,1,1,1,1
2014,3340.50812,1,1,2,1,5,2,5,1,1,2,3,1,2,0,1,4,2,0,0,2,3
2014,4181.28071,1,1,2,1,3,1,88,2,3,1,3,2,2,0,1,4,2,0,0,2,2
2014,5575.79564,1,1,1,4,3,1,88,2,3,1,4,1,2,0,1,4,2,0,0,2,3
2014,2594.1425,2,1,2,1,6,2,88,0,3,3,2,1,2,0,1,4,2,0,0,2,1
2014,3951.10582,2,1,2,1,2,1,88,1,2,2,4,2,2,0,1,3,1,1,2,2,5
2014,3073.43949,2,1,1,4,5,1,2,1,1,1,3,2,2,0,1,4,2,0,0,2,1
2014,42041.3109,1,2,2,2,5,2,88,4,3,1,4,2,2,0,1,4,2,0,0,2,5
2014,3615.58449,1,1,2,1,5,5,88,4,3,1,2,1,2,0,1,4,2,1,1,2,1
2014,2978.61739,2,2,2,2,7,1,7,5,1,1,3,2,2,0,1,4,2,0,0,1,4
2014,2647.59314,1,1,2,1,8,3,2,1,3,3,4,1,3,5,1,4,2,1,1,2,1
2014,2647.59314,1,1,2,1,8,3,2,1,3,3,4,1,2,0,1,4,2,0,0,2,1
2014,17763.45996,2,1,2,1,6,4,88,1,3,2,1,1,2,0,1,4,2,1,1,1,5
2014,3527.50565,2,1,2,1,6,1,88,1,3,2,4,1,3,5,1,2,1,1,1,2,1
2014,3527.50565,2,1,2,1,6,1,88,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2014,4124.86379,1,1,2,1,2,1,3,0,3,2,2,1,2,0,1,4,2,0,0,2,1
2014,3068.68239,2,1,2,1,7,4,5,1,4,2,4,1,2,0,1,4,2,0,0,2,3
2014,4685.41767,1,1,2,1,5,1,88,4,3,1,3,1,2,0,1,4,2,0,0,2,1
2014,3188.03079,2,1,2,1,6,4,1,0,3,2,2,2,2,0,1,3,1,1,2,2,1
2014,3038.03777,2,1,2,1,7,4,88,3,1,1,3,2,2,0,1,4,2,0,0,2,3
2014,2823.86605,1,1,2,1,8,2,7,0,1,2,4,2,2,0,1,4,2,0,0,2,3
2014,3336.2853,1,1,2,1,6,4,4,2,4,1,5,2,2,0,1,1,1,0,0,2,3
2014,1425.99465,1,1,2,1,6,4,88,0,3,2,3,1,1,1,1,3,1,0,0,2,3
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1497.24852,2,1,2,1,5,2,88,3,1,1,3,1,2,0,1,4,2,0,0,2,1
2014,1600.89546,1,1,1,4,6,2,5,5,3,1,4,1,1,1,1,2,1,1,2,2,1
2014,1231.37855,2,1,2,1,7,3,88,3,3,1,4,1,2,0,1,4,2,0,0,2,1
2014,2299.28526,2,1,1,4,2,1,4,5,3,1,3,2,2,0,1,4,2,1,2,2,3
2014,1390.73017,2,2,2,2,4,5,1,4,3,1,3,1,2,0,1,1,1,1,1,1,1
2014,2971.87963,2,1,2,1,6,4,5,0,1,2,4,1,2,0,1,1,1,1,2,1,1
2014,3079.2584,2,1,2,1,5,1,3,1,1,1,1,2,2,0,1,4,2,1,1,2,1
2014,3079.2584,2,1,2,1,5,1,3,1,1,1,1,2,2,0,1,4,2,1,1,2,1
2014,3079.2584,2,1,2,1,5,1,3,1,1,1,1,2,2,0,1,4,2,1,1,2,1
2014,2835.91061,2,1,2,1,6,4,6,1,2,3,4,1,1,1,1,3,1,0,0,2,1
2014,4140.05508,1,1,1,4,5,88,6,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2014,2630.66202,2,1,2,1,6,2,7,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2014,3918.41676,1,1,2,1,4,1,1,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2014,3049.49089,2,1,2,1,7,2,88,1,3,1,2,1,2,0,1,4,2,0,0,2,2
2014,3049.49089,2,1,2,1,7,2,88,1,3,1,2,2,2,0,1,2,1,0,0,2,2
2014,3049.49089,2,1,2,1,7,2,88,1,3,1,2,2,2,0,1,2,1,0,0,2,2
2014,3049.49089,2,1,2,1,7,2,88,1,3,1,2,2,2,0,1,4,2,1,1,2,2
2014,2907.94185,1,1,2,1,6,2,88,0,3,2,4,2,1,3,1,3,1,0,0,2,3
2014,2907.94185,1,1,2,1,6,2,88,0,3,2,4,2,1,3,1,3,1,0,0,2,3
2014,2907.94185,1,1,2,1,6,2,88,0,3,2,4,2,1,3,1,3,1,0,0,2,5
2014,5679.70786,2,2,2,2,1,1,7,3,3,1,6,1,2,0,1,4,2,0,0,2,1
2014,1467.97444,2,1,1,4,6,2,6,2,4,2,3,1,2,0,1,4,2,0,0,1,4
2014,1408.82631,1,1,2,1,6,1,5,1,1,2,4,2,2,0,1,4,2,0,0,2,5
2014,1408.82631,1,1,2,1,6,1,5,1,1,2,4,2,2,0,1,4,2,0,0,2,5
2014,1509.02434,1,3,2,3,6,1,1,5,1,1,4,1,1,4,1,2,1,0,0,2,1
2014,2536.66931,1,1,1,4,6,4,7,1,1,2,6,2,2,0,1,4,2,0,0,2,5
2014,1662.27439,2,2,2,2,7,4,2,1,2,2,2,2,2,0,1,4,2,0,0,2,1
2014,2801.69296,2,1,2,1,5,1,88,0,2,2,4,2,2,0,1,4,2,0,0,2,1
2014,2801.69296,2,1,2,1,5,1,88,0,2,2,4,2,2,0,1,4,2,0,0,2,1
2014,2801.69296,2,1,2,1,5,1,88,0,2,2,4,2,2,0,1,4,2,0,0,2,1
2014,2450.58311,2,1,2,1,3,1,3,1,1,3,3,1,1,3,1,3,1,1,1,2,2
2014,2450.58311,2,1,2,1,3,1,3,1,1,3,3,1,1,3,1,3,1,0,0,2,2
2014,2524.27529,1,2,2,2,4,2,7,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2014,2568.54581,2,2,2,2,2,1,7,1,2,2,2,1,1,2,1,3,1,1,1,2,1
2014,2886.09341,1,1,2,1,1,1,3,1,2,3,3,2,2,0,1,4,2,0,0,2,4
2014,1996.5146,2,1,2,1,2,1,3,1,2,1,3,2,2,0,1,4,2,0,0,2,4
2014,1366.42945,2,1,1,4,6,2,7,2,4,2,3,1,2,0,1,4,2,0,0,1,3
2014,1321.3938,2,1,2,1,8,2,88,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2014,4648.38058,1,1,2,1,2,1,7,0,4,2,3,2,2,0,1,4,2,0,0,2,4
2014,4827.41863,2,3,2,3,5,5,88,0,3,3,1,1,2,0,1,4,2,1,2,2,1
2014,4827.41863,2,3,2,3,5,5,88,0,3,3,1,2,2,0,1,4,2,1,1,2,2
2014,4827.41863,2,3,2,3,5,5,88,0,3,3,1,1,2,0,1,4,2,1,1,2,1
2014,3837.07332,1,1,2,1,5,2,4,1,3,1,4,1,1,1,1,3,1,0,0,2,3
2014,4160.17864,1,1,2,1,6,4,88,1,4,2,1,1,1,3,1,3,1,0,0,2,1
2014,3070.25089,2,1,2,1,5,2,2,3,4,1,1,1,2,0,1,4,2,0,0,2,1
2014,3991.9574,1,1,2,1,6,5,4,0,4,2,3,2,2,0,1,4,2,0,0,2,1
2014,3977.36973,1,3,1,4,2,1,4,4,4,1,4,1,1,1,1,2,1,0,0,2,1
2014,3079.87604,2,1,2,1,6,4,88,3,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,3821.51895,1,3,2,3,7,2,5,4,4,1,4,1,2,0,1,4,2,1,1,2,3
2014,1384.55224,2,1,2,1,5,1,3,0,3,3,2,2,2,0,1,4,2,0,0,2,1
2014,1404.40178,2,1,2,1,5,1,5,4,3,1,1,1,1,1,1,3,1,0,0,2,1
2014,1404.40178,2,1,2,1,5,1,5,4,3,1,1,1,1,1,1,3,1,0,0,1,2
2014,1299.47026,1,1,2,1,7,2,6,0,3,2,5,2,2,0,1,4,2,0,0,2,1
2014,1530.06524,2,3,1,4,5,2,5,1,4,2,4,2,2,0,1,2,1,0,0,2,3
2014,1780.64355,2,3,1,4,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2014,1858.11113,1,1,2,1,4,1,88,2,4,2,4,1,1,4,1,3,1,1,2,2,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,1,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,1,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,2,1
2014,9608.86212,1,3,2,3,6,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2014,1909.27426,2,2,2,2,5,1,3,2,4,1,4,1,2,0,1,4,2,0,0,2,1
2014,1769.37921,2,2,2,2,6,1,7,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2014,3474.13115,1,1,2,1,7,4,2,3,3,1,4,2,2,0,1,4,2,0,0,2,3
2014,2910.90752,1,1,2,1,6,2,88,1,3,2,1,1,1,4,1,2,1,0,0,2,1
2014,3252.41242,1,2,2,2,7,1,88,4,2,1,4,1,1,1,1,2,1,1,2,2,3
2014,4698.61749,1,1,1,4,4,1,7,1,3,2,4,1,1,1,1,3,1,1,2,2,3
2014,2524.27966,1,1,2,1,5,2,5,1,1,2,4,1,1,2,1,3,1,0,0,2,3
2014,2524.27966,1,1,2,1,5,2,5,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2014,6039.69539,2,2,2,2,5,1,88,1,2,2,3,3,2,0,1,4,2,0,0,2,5
2014,3072.26133,2,2,2,2,5,1,2,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2014,3011.53856,1,1,1,4,7,2,4,1,3,2,4,1,2,0,1,2,1,0,0,2,3
2014,3171.51221,1,1,2,1,6,5,7,1,2,2,3,2,2,0,1,4,2,0,0,2,2
2014,1813.46276,1,1,2,1,7,2,6,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2014,1553.62968,2,3,2,3,5,2,88,1,3,3,1,1,2,0,1,4,2,0,0,2,1
2014,2836.35554,2,1,2,1,4,1,1,1,3,2,2,2,2,0,1,4,2,0,0,2,2
2014,1620.08859,1,1,1,4,6,5,88,5,3,1,3,2,1,2,1,3,1,1,2,2,1
2014,1513.32189,2,1,2,1,7,4,3,2,3,1,4,1,1,1,1,2,1,0,0,2,3
2014,1658.14802,2,1,1,4,7,2,7,1,4,2,4,1,2,0,1,4,2,0,0,2,5
2014,10709.42034,1,1,2,1,6,1,5,2,4,1,5,2,2,0,1,4,2,0,0,2,3
2014,3314.13016,2,1,2,1,5,5,3,2,4,1,1,1,2,0,1,4,2,1,1,1,1
2014,2970.11826,2,1,2,1,6,4,88,4,4,1,2,1,2,0,1,4,2,1,1,2,2
2014,2830.79355,2,1,2,1,7,3,2,0,3,3,4,1,2,0,1,2,1,1,1,2,3
2014,3282.5315,1,1,2,1,6,2,7,0,1,2,4,1,1,2,1,3,1,0,0,2,3
2014,3219.83594,2,1,2,1,6,4,88,1,4,3,4,1,3,5,1,2,1,0,0,1,3
2014,3285.13383,1,1,2,1,8,2,6,1,4,2,4,2,1,3,1,3,1,0,0,2,3
2014,3091.94344,2,1,2,1,6,2,88,1,2,2,6,2,2,0,2,5,3,0,0,2,3
2014,1416.08012,2,1,2,1,6,2,6,0,1,2,4,1,2,0,1,4,2,0,0,2,1
2014,2543.7949,2,1,2,1,4,5,88,0,2,2,1,1,2,0,1,4,2,0,0,1,1
2014,2743.2753,1,3,2,3,4,1,6,1,1,3,3,1,2,0,1,4,2,0,0,2,5
